ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
GTM,850001,861501,873001,884501,896000,907500,919000,930500,942000,953500,965000,976500,988000,999500,1011000,1022500,1034000,1045500,1057000,1068500,1080000,1089325,1098650,1107975,1117300,1126625,1135950,1145275,1154600,1163925,1173250,1179425,1185600,1191775,1197950,1204125,1210300,1216475,1222650,1228825,1235000,1241500,1248000,1254500,1261000,1267500,1274000,1280500,1287000,1293500,1300000,1314100,1328200,1342300,1356400,1370500,1384600,1398700,1412800,1426900,1441000,1456600,1472200,1487800,1503400,1519000,1534600,1550200,1565800,1581400,1597000,1614400,1631800,1649200,1666600,1684000,1701400,1718800,1736200,1753600,1771000,1813900,1856800,1899700,1942600,1985500,2028401,2071301,2114201,2157101,2200001,2294608,2389215,2483822,2578429,2673036,2750179,2827322,2904465,2981608,3058751,3158486,3261494,3368080,3478383,3592472,3710463,3832491,3958800,4089626,4223686,4359659,4498932,4642641,4790752,4889137,4989207,5091662,5197441,5306942,5423384,5577824,5737720,5901980,6069077,6237963,6408029,6579710,6754258,6933492,7118628,7310397,7508161,7710142,7913814,8117499,8320498,8523785,8729406,8940285,9158547,9385000,9619113,9860063,10106463,10357354,10612300,10871786,11136814,11408815,11688660,11976725,12272208,12573346,12877711,13183505,13490041,13797629,14106687,14418033,14732261,15049280,15368759,15690793,16015494,
GUY,204314,205389,206465,207540,208615,209691,210766,211841,212917,213992,215067,216860,218652,220444,222236,224028,225821,227613,229405,231197,232990,234931,236873,238814,240756,242697,244639,246580,248522,250464,252405,254508,256612,258715,260818,262922,265025,267129,269232,271335,273439,275717,277996,280275,282553,284832,287111,289389,291668,293947,296226,298694,301163,303631,306100,308568,311037,313505,315974,318442,320911,323203,325495,327787,330080,332372,334664,336956,339249,341541,343833,346289,348745,351201,353657,356113,358570,361026,363482,365938,368394,371025,373656,376287,378919,381550,384181,386813,389444,392075,394706,397526,400345,403164,405984,408803,411622,414442,417261,420080,422900,437460,452020,466580,481140,495700,509405,523109,536813,550518,564222,582034,600559,618887,635778,650379,662332,671986,680068,687658,695561,703811,712188,720919,730227,740167,751008,762445,773227,781677,786614,787728,785466,780367,773302,765043,755598,745149,734872,726237,720282,717502,717621,719910,723230,726695,730193,733854,737316,740189,742218,743163,743107,742537,742162,742495,743705,745638,748096,750749,753362,755883,758410,761033,763893,767085
HKG,33000,37500,42000,46500,51000,55500,60000,64500,69000,73500,78000,82500,87000,91500,96000,100500,105000,109500,114000,118500,123000,127550,132100,136650,141200,145750,150300,154850,159400,163950,168500,173050,177600,182150,186700,191250,195800,200350,204900,209450,214000,223200,232400,241600,250800,260000,269200,278400,287600,296800,306000,323900,341800,359700,377600,395500,413400,431300,449200,467100,485000,501300,517600,533900,550200,566500,582800,599100,615400,631700,648000,665300,682600,699900,717200,734500,751800,769100,786400,803700,821000,917500,1014000,1110500,1207000,1303500,1400000,1496500,1593000,1689500,1786000,1804800,1823600,1842399,1861199,1879999,1898799,1917599,1936398,1955198,1973998,2084108,2194218,2304328,2414438,2524548,2634573,2744599,2854625,2964650,3074676,3167457,3304530,3420206,3503889,3597170,3629164,3722045,3801929,3863116,3958197,4005761,4068406,4147596,4243512,4355301,4485813,4633329,4786580,4930298,5053684,5152057,5228813,5291210,5350467,5414790,5486965,5564596,5644652,5722161,5794034,5857335,5914576,5974379,6048585,6144498,6267295,6411273,6559656,6689135,6783502,6836538,6854755,6850361,6841705,6842465,6855818,6878566,6910384,6949275,6993570,7044211,7101858,7163930,7226869,
HND,346966,350899,354832,358764,362697,366630,370563,374495,378428,382361,386294,389265,392237,395208,398180,401151,404123,407094,410066,413037,416009,419209,422409,425609,428809,432009,435209,438409,441609,444810,448010,451456,454902,458348,461794,465241,468687,472133,475579,479026,482472,486183,489894,493606,497317,501028,504740,508451,512162,515874,519585,523582,527578,531575,535572,539569,543566,547563,551559,555556,559553,568529,577505,586480,595456,604432,613408,622383,631359,640335,649311,670350,691389,712429,733468,754507,775547,796586,817625,838665,859704,885134,910563,935993,961422,986852,1012282,1037711,1063141,1088570,1114000,1150455,1186910,1223365,1259820,1296274,1316116,1335958,1355800,1375642,1395484,1437154,1479330,1522970,1570487,1620459,1671936,1725912,1782789,1841264,1902608,1967977,2037650,2111515,2189670,2270643,2353005,2437864,2526015,2617858,2691309,2766444,2845260,2928190,3015606,3107735,3204883,3306988,3413426,3523283,3635862,3750843,3868296,3988371,4111369,4237436,4366401,4497875,4631491,4766802,4903363,5041050,5179557,5318042,5455481,5591136,5724587,5855946,5985675,6114534,6243080,6371304,6499001,6626304,6753352,6880181,7007029,7133737,7259470,7383098,7503875,7621414,7736131,7849059,7961680,
HRV,1273683,1281402,1289122,1296841,1304561,1312280,1319999,1327719,1335438,1343158,1350877,1365481,1380085,1394689,1409293,1423897,1438501,1453105,1467709,1482313,1496917,1513100,1529283,1545466,1561649,1577832,1594014,1610197,1626380,1642563,1658746,1676678,1694611,1712543,1730476,1748408,1766340,1784273,1802205,1820138,1838070,1857941,1877812,1897683,1917554,1937424,1957295,1977166,1997037,2016908,2036779,2058798,2080817,2102836,2124855,2146874,2168894,2190913,2212932,2234951,2256970,2289213,2321455,2353698,2385940,2418183,2450426,2482668,2514911,2547153,2579396,2616245,2653094,2689942,2726791,2763640,2800489,2837338,2874186,2911035,2947884,2989996,3032108,3074220,3116332,3158444,3200555,3242667,3284779,3326891,3369003,3417132,3465261,3513390,3561519,3609648,3657776,3705905,3754034,3802163,3850292,3869788,3889284,3908781,3928277,3947773,3967269,3986765,4006262,4025758,4045254,4057650,4070046,4082443,4094839,4107235,4119631,4132027,4144424,4156820,4169216,4189956,4210696,4231435,4252175,4272915,4293655,4314395,4335134,4355874,4376614,4390673,4404731,4418790,4432848,4446907,4512800,4578694,4644587,4710481,4776374,4760003,4732864,4697536,4657799,4616762,4574853,4532298,4491742,4456298,4428069,4408458,4396765,4390291,4385045,4378056,4368518,4357114,4344151,4330399,4316425,4302073,4287015,4271497,4255853,
HTI,938000,948600,959200,969800,980400,991000,1001600,1012200,1022800,1033400,1044000,1054600,1065200,1075800,1086400,1097000,1107600,1118200,1128800,1139400,1150000,1157560,1165120,1172680,1180240,1187800,1195359,1202919,1210479,1218039,1225599,1241312,1257025,1272737,1288450,1304163,1319876,1335589,1351301,1367014,1382727,1400454,1418181,1435909,1453636,1471363,1489090,1506817,1524545,1542272,1559999,1584899,1609799,1634699,1659599,1684500,1709400,1734300,1759200,1784100,1809000,1840500,1872000,1903500,1935000,1966500,1998000,2029500,2061000,2092500,2124000,2153800,2183600,2213400,2243200,2273000,2302801,2332601,2362401,2392201,2422001,2454901,2487801,2520701,2553601,2586500,2619400,2652300,2685200,2718100,2751000,2785600,2820200,2854800,2889400,2924000,2958600,2993200,3027800,3062400,3097000,3174240,3251479,3328719,3405959,3483198,3553253,3623308,3693362,3763417,3833471,3910539,3989921,4073359,4158541,4245507,4334095,4424730,4517260,4611726,4708639,4793157,4876558,4960655,5047948,5140357,5238242,5341418,5450550,5566265,5688832,5818673,5955265,6096690,6240330,6384196,6527545,6670566,6813344,6956301,7099733,7243391,7386974,7530703,7674911,7819806,7965548,8111954,8258484,8404396,8549202,8692564,8834739,8976555,9119182,9263409,9409479,9556958,9705130,9852953,9999617,10144890,10288828,10431249,10572029,
HUN,4613534,4635103,4656673,4678242,4699812,4721381,4742950,4764520,4786089,4807659,4829228,4856197,4883165,4910134,4937102,4964071,4991040,5018008,5044977,5071945,5098914,5136676,5174437,5212199,5249960,5287722,5325484,5363245,5401007,5438768,5476530,5519792,5563054,5606317,5649579,5692841,5736103,5779365,5822628,5865890,5909152,5971457,6033761,6096066,6158370,6220675,6282980,6345284,6407589,6469893,6532198,6590782,6649366,6707950,6766534,6825118,6883703,6942287,7000871,7059455,7118039,7147907,7177774,7207642,7237510,7267378,7297245,7327113,7356981,7386848,7416716,7481349,7545983,7610616,7675250,7739883,7804516,7869150,7933783,7998417,8063050,8131008,8198967,8266926,8334884,8402842,8470801,8538760,8606718,8674676,8742635,8805562,8868489,8931417,8994344,9057271,9120198,9183125,9246053,9308980,9371907,9433008,9494109,9555211,9616312,9677413,9738514,9799615,9860717,9921818,9982919,10027318,10071716,10116114,10160513,10204912,10233040,10261168,10289296,10317425,10345553,10381705,10417419,10454502,10495442,10541344,10593989,10650975,10704187,10742694,10759022,10750270,10719749,10673963,10622559,10572975,10526561,10482364,10442721,10409854,10385061,10370223,10364661,10363797,10361134,10351994,10334876,10311227,10282937,10253110,10224113,10195978,10168101,10141471,10117213,10095964,10078461,10064138,10050699,10034951,10014633,9988846,9958334,9924507,9889540,
IDN,15999986,16439983,16879980,17319976,17759973,18199970,18639967,19079964,19519960,19959957,20399954,20839955,21279957,21719958,22159960,22599961,23039962,23479964,23919965,24359967,24799968,25239970,25679972,26119973,26559975,26999977,27439979,27879981,28319982,28759984,29199986,29639993,30080000,30520007,30960014,31400021,31840028,32280035,32720042,33160049,33600056,34040040,34480024,34920008,35359992,35799976,36239960,36679944,37119928,37559912,37999896,38779909,39559922,40339936,41119949,41899962,42679975,43459988,44240002,45020015,45800028,46580033,47360038,48140044,48920049,49700054,50480059,51260064,52040070,52820075,53600080,54380073,55160066,55940058,56720051,57500044,58280037,59060030,59840022,60620015,61400008,62180011,62960014,63740018,64520021,65300024,66080027,66860030,67640034,68420037,69200040,69995238,70790437,71585635,72380834,73176032,73971230,74766429,75561627,76356826,77152024,78742618,80333213,81923807,83514402,85104996,86990524,88876052,90761580,92647108,94532636,96643607,98553381,100506784,102504241,104546175,106633013,108765157,110943025,113167013,115437518,118540502,121695611,124894316,128126760,131385752,134661185,137952273,141272154,144640402,148067946,151559397,155100203,158658722,162192254,165669213,169076155,172418086,175704615,178953429,182177052,185379624,188554943,191693719,194782664,197814284,200786111,203707717,206598599,208644079,211540428,214448301,217369087,220307809,223268606,226254703,229263980,232296830,235360765,238465165,241613126,244808254,248037853,251268276,254454778,
IND,231987230,233187224,234387218,235587212,236787206,237987200,239187194,240387188,241587182,242787176,243987170,245187069,246386968,247586867,248786766,249986665,251186564,252386463,253586362,254786261,255986160,256106158,256226156,256346154,256466152,256586150,256706148,256826146,256946144,257066142,257186140,259428736,261671332,263913928,266156524,268399120,270641716,272884312,275126908,277369504,279612100,280099290,280586480,281073670,281560860,282048050,282535240,283022430,283509620,283996810,284484000,282438611,280393222,278347833,276302444,274257055,272211666,270166277,268120888,266075499,264030110,264100309,264170508,264240707,264310906,264381105,264451304,264521503,264591702,264661901,264732100,267338804,269945508,272552212,275158916,277765620,280372324,282979028,285585732,288192436,290799140,294817453,298835766,302854079,306872392,310890705,314909018,318927331,322945644,326963957,330982270,335067640,339153010,343238380,347323750,351409120,355110575,358812030,362513485,366214940,369916395,376219871,382828981,389729654,396889812,404307351,411987214,419942312,428171546,436670825,445437069,454470214,463865578,473660457,484097671,495012288,506173024,517637103,529413835,541512621,553943226,566605402,579800632,593451889,607446519,621703641,636182810,650907559,665936435,681358553,697229745,713561406,730303461,747374856,764664278,782085127,799607235,817232241,834944397,852736160,870601776,888513869,906461358,924475633,942604211,960874982,979290432,997817250,1016402907,1034976626,1053481072,1071888190,1090189358,1108369577,1126419321,1144326293,1162088305,1179685631,1197070109,1214182182,1230984504,1247446011,1263589639,1279498874,1295291543,
IRL,6877999,6772299,6666599,6560899,6455199,6349500,6243800,6138100,6032400,5926700,5821000,5780800,5740601,5700402,5660202,5620002,5579803,5539604,5499404,5459204,5419005,5397404,5375804,5354203,5332602,5311002,5289401,5267800,5246199,5224599,5202998,5154499,5105999,5057500,5009001,4960502,4912002,4863503,4815004,4766504,4718005,4693105,4668204,4643304,4618404,4593504,4568603,4543703,4518803,4493902,4469002,4460601,4452201,4443800,4435400,4426999,4418598,4410198,4401797,4393397,4384996,4382597,4380197,4377798,4375398,4372999,4370600,4368200,4365801,4363401,4361002,4217602,4074201,3930801,3787400,3644000,3500600,3357199,3213799,3070398,2926998,2930098,2933199,2936299,2939400,2942500,2945600,2948701,2951801,2954902,2958002,2958226,2958451,2958675,2958899,2959123,2959348,2959572,2959796,2960021,2960245,2956541,2949393,2944553,2934021,2913404,2892543,2875526,2848853,2840380,2829350,2815662,2827351,2847333,2861320,2873308,2881301,2897386,2909774,2922862,2947339,2984044,3027538,3076273,3128000,3180805,3234153,3287620,3339499,3387822,3431078,3468884,3501213,3527472,3547157,3560225,3566327,3566416,3563438,3561331,3563106,3570140,3582342,3599451,3620616,3645333,3673553,3706032,3743948,3788816,3841574,3901688,3968213,4040986,4119773,4203700,4293942,4388612,4480145,4558603,4617334,4652714,4667868,4671263,4675164,
IRN,7672951,7710054,7747156,7784258,7821361,7858464,7895566,7932668,7969771,8006874,8043976,8081078,8118180,8155282,8192384,8229486,8266587,8303689,8340791,8377893,8414995,8543942,8672889,8801836,8930783,9059730,9188678,9317625,9446572,9575519,9704466,9833423,9962380,10091337,10220294,10349250,10478207,10607164,10736121,10865078,10994035,11092682,11191330,11289978,11388625,11487272,11585920,11684568,11783215,11881862,11980510,12079156,12177802,12276447,12375093,12473739,12572385,12671031,12769676,12868322,12966968,13065619,13164271,13262922,13361573,13460224,13558876,13657527,13756178,13854830,13953481,14052135,14150788,14249442,14348096,14446750,14545403,14644057,14742711,14841364,14940018,15038661,15137304,15235948,15334591,15433234,15531877,15630520,15729164,15827807,15926450,16025100,16123750,16222401,16321051,16419701,16518351,16617001,16715652,16814302,16912952,17229478,17546003,17862529,18179054,18495580,19006506,19540001,20100001,20685511,21293558,21919202,22567365,23235079,23932201,24654774,25404759,26164398,26932702,27715580,28514011,29281130,30073845,30903565,31784896,32730555,33739231,34814231,35977589,37256771,38668222,40209077,41862373,43610506,45429019,47290793,49205577,51152122,53035939,54735239,56169196,57288039,58130099,58811858,59501292,60318632,61306632,62426086,63616065,64780362,65850062,66812736,67696677,68522074,69321953,70122115,70923164,71720859,72530693,73370982,74253373,75184322,76156975,77152445,78143644,
IRQ,1294543,1301357,1308171,1314985,1321799,1328612,1335426,1342240,1349054,1355868,1362682,1382148,1401614,1421081,1440547,1460013,1479479,1498945,1518412,1537878,1557344,1579592,1601839,1624086,1646334,1668582,1690829,1713076,1735324,1757572,1779819,1805246,1830672,1856099,1881526,1906952,1932379,1957806,1983233,2008659,2034086,2063145,2092204,2121264,2150323,2179382,2208441,2237500,2266560,2295619,2324678,2357887,2391096,2424305,2457514,2490723,2523932,2557141,2590350,2623559,2656768,2686288,2715807,2745327,2774846,2804366,2833886,2863405,2892925,2922444,2951964,2965637,2979310,2992983,3006656,3020328,3034001,3047674,3061347,3075020,3088693,3223561,3358430,3493298,3628166,3763034,3897903,4032771,4167639,4302508,4437376,4565555,4693734,4821914,4950093,5078272,5206451,5334630,5462810,5590989,5719168,5896952,6074737,6252521,6430306,6608090,6785874,6963659,7141443,7319228,7497012,7749489,8001966,8254444,8506921,8759398,8991115,9222832,9454548,9686265,9917982,10255904,10599846,10951169,11312304,11684585,12068195,12460997,12859226,13257910,13653358,14046273,14437661,14824876,15204746,15576396,15937864,16293719,16657708,17048167,17478455,17952909,18468521,19021967,19606895,20217759,20855408,21519356,22200835,22888600,23574751,24258794,24943793,25630426,26320530,27017712,27716983,28423538,29163327,29970634,30868156,31867758,32957622,34107366,35273293,
ISL,72855,73159,73462,73766,74069,74373,74676,74980,75284,75587,75891,75967,76044,76121,76197,76274,76351,76427,76504,76581,76657,76735,76812,76889,76967,77044,77122,77199,77277,77354,77432,77510,77588,77666,77744,77823,77901,77979,78057,78136,78214,78293,78372,78451,78530,78609,78688,78767,78846,78925,79004,79084,79163,79243,79323,79403,79483,79562,79642,79722,79802,81797,83792,85787,87782,89777,91772,93767,95762,97757,99752,101253,102754,104254,105755,107256,108756,110257,111758,113259,114759,116325,117892,119458,121024,122590,124156,125722,127288,128855,130421,131679,132936,134194,135452,136709,137995,139282,140568,141854,143140,145809,148171,151249,154781,158267,161586,165343,169009,172557,176108,179157,182310,185743,189113,192559,195886,198956,201529,203206,204392,207050,209868,212731,215465,217958,220162,222142,224019,225972,228127,230525,233121,235860,238647,241411,244145,246867,249563,252219,254830,257387,259895,262383,264893,267454,270089,272798,275568,278376,281214,284037,286865,289824,293084,296745,300887,305415,310033,314336,318042,321030,323407,325392,327318,
